,State,County,President,Party
3673,South Dakota,Perkins,Donald Trump,R
3674,South Dakota,Potter,Donald Trump,R
3675,South Dakota,Roberts,Donald Trump,R
3676,South Dakota,Sanborn,Donald Trump,R
3677,South Dakota,Oglala Lakota,Kamala Harris,D
3678,South Dakota,Spink,Donald Trump,R
3679,South Dakota,Stanley,Donald Trump,R
3680,South Dakota,Sully,Donald Trump,R
3681,South Dakota,Todd,Kamala Harris,D
3682,South Dakota,Tripp,Donald Trump,R
3683,South Dakota,Turner,Donald Trump,R
3684,South Dakota,Union,Donald Trump,R
3685,South Dakota,Walworth,Donald Trump,R
3686,South Dakota,Yankton,Donald Trump,R
3687,South Dakota,Ziebach,Donald Trump,R
3688,Tennessee,Anderson,Donald Trump,R
3689,Tennessee,Bedford,Donald Trump,R
3690,Tennessee,Benton,Donald Trump,R
3691,Tennessee,Bledsoe,Donald Trump,R
3692,Tennessee,Blount,Donald Trump,R
3693,Tennessee,Bradley,Donald Trump,R
3694,Tennessee,Campbell,Donald Trump,R
3695,Tennessee,Cannon,Donald Trump,R
3696,Tennessee,Carroll,Donald Trump,R
3697,Tennessee,Carter,Donald Trump,R
3698,Tennessee,Cheatham,Donald Trump,R
3699,Tennessee,Chester,Donald Trump,R
3700,Tennessee,Claiborne,Donald Trump,R
3701,Tennessee,Clay,Donald Trump,R
3702,Tennessee,Cocke,Donald Trump,R
3703,Tennessee,Coffee,Donald Trump,R
3704,Tennessee,Crockett,Donald Trump,R
3705,Tennessee,Cumberland,Donald Trump,R
3706,Tennessee,Davidson,Kamala Harris,D
3707,Tennessee,Decatur,Donald Trump,R
3708,Tennessee,DeKalb,Donald Trump,R
3709,Tennessee,Dickson,Donald Trump,R
3710,Tennessee,Dyer,Donald Trump,R
3711,Tennessee,Fayette,Donald Trump,R
3712,Tennessee,Fentress,Donald Trump,R
3713,Tennessee,Franklin,Donald Trump,R
3714,Tennessee,Gibson,Donald Trump,R
3715,Tennessee,Giles,Donald Trump,R
3716,Tennessee,Grainger,Donald Trump,R
3717,Tennessee,Greene,Donald Trump,R
3718,Tennessee,Grundy,Donald Trump,R
3719,Tennessee,Hamblen,Donald Trump,R
3720,Tennessee,Hamilton,Donald Trump,R
3721,Tennessee,Hancock,Donald Trump,R
3722,Tennessee,Hardeman,Donald Trump,R
3723,Tennessee,Hardin,Donald Trump,R
3724,Tennessee,Hawkins,Donald Trump,R
3725,Tennessee,Haywood,Kamala Harris,D
3726,Tennessee,Henderson,Donald Trump,R
3727,Tennessee,Henry,Donald Trump,R
3728,Tennessee,Hickman,Donald Trump,R
3729,Tennessee,Houston,Donald Trump,R
3730,Tennessee,Humphreys,Donald Trump,R
3731,Tennessee,Jackson,Donald Trump,R
3732,Tennessee,Jefferson,Donald Trump,R
3733,Tennessee,Johnson,Donald Trump,R
3734,Tennessee,Knox,Donald Trump,R
3735,Tennessee,Lake,Donald Trump,R
3736,Tennessee,Lauderdale,Donald Trump,R
3737,Tennessee,Lawrence,Donald Trump,R
3738,Tennessee,Lewis,Donald Trump,R
3739,Tennessee,Lincoln,Donald Trump,R
3740,Tennessee,Loudon,Donald Trump,R
3741,Tennessee,McMinn,Donald Trump,R
3742,Tennessee,McNairy,Donald Trump,R
3743,Tennessee,Macon,Donald Trump,R
3744,Tennessee,Madison,Donald Trump,R
3745,Tennessee,Marion,Donald Trump,R
3746,Tennessee,Marshall,Donald Trump,R
3747,Tennessee,Maury,Donald Trump,R
3748,Tennessee,Meigs,Donald Trump,R
3749,Tennessee,Monroe,Donald Trump,R
3750,Tennessee,Montgomery,Donald Trump,R
3751,Tennessee,Moore,Donald Trump,R
3752,Tennessee,Morgan,Donald Trump,R
3753,Tennessee,Obion,Donald Trump,R
3754,Tennessee,Overton,Donald Trump,R
3755,Tennessee,Perry,Donald Trump,R
3756,Tennessee,Pickett,Donald Trump,R
3757,Tennessee,Polk,Donald Trump,R
3758,Tennessee,Putnam,Donald Trump,R
3759,Tennessee,Rhea,Donald Trump,R
3760,Tennessee,Roane,Donald Trump,R
3761,Tennessee,Robertson,Donald Trump,R
3762,Tennessee,Rutherford,Donald Trump,R
3763,Tennessee,Scott,Donald Trump,R
3764,Tennessee,Sequatchie,Donald Trump,R
3765,Tennessee,Sevier,Donald Trump,R
3766,Tennessee,Shelby,Kamala Harris,D
3767,Tennessee,Smith,Donald Trump,R
3768,Tennessee,Stewart,Donald Trump,R
3769,Tennessee,Sullivan,Donald Trump,R
3770,Tennessee,Sumner,Donald Trump,R
3771,Tennessee,Tipton,Donald Trump,R
3772,Tennessee,Trousdale,Donald Trump,R
3773,Tennessee,Unicoi,Donald Trump,R
3774,Tennessee,Union,Donald Trump,R
3775,Tennessee,Van Buren,Donald Trump,R
3776,Tennessee,Warren,Donald Trump,R
3777,Tennessee,Washington,Donald Trump,R
3778,Tennessee,Wayne,Donald Trump,R
3779,Tennessee,Weakley,Donald Trump,R
3780,Tennessee,White,Donald Trump,R
3781,Tennessee,Williamson,Donald Trump,R
3782,Tennessee,Wilson,Donald Trump,R
3783,Texas,Anderson,Donald Trump,R
3784,Texas,Andrews,Donald Trump,R
3785,Texas,Angelina,Donald Trump,R
3786,Texas,Aransas,Donald Trump,R
3787,Texas,Archer,Donald Trump,R
3788,Texas,Armstrong,Donald Trump,R
3789,Texas,Atascosa,Donald Trump,R
3790,Texas,Austin,Donald Trump,R
3791,Texas,Bailey,Donald Trump,R
3792,Texas,Bandera,Donald Trump,R
3793,Texas,Bastrop,Donald Trump,R
3794,Texas,Baylor,Donald Trump,R
3795,Texas,Bee,Donald Trump,R
3796,Texas,Bell,Donald Trump,R
3797,Texas,Bexar,Kamala Harris,D
3798,Texas,Blanco,Donald Trump,R
3799,Texas,Borden,Donald Trump,R
3800,Texas,Bosque,Donald Trump,R
3801,Texas,Bowie,Donald Trump,R
3802,Texas,Brazoria,Donald Trump,R
3803,Texas,Brazos,Donald Trump,R
3804,Texas,Brewster,Donald Trump,R
3805,Texas,Briscoe,Donald Trump,R
3806,Texas,Brooks,Kamala Harris,D
3807,Texas,Brown,Donald Trump,R
3808,Texas,Burleson,Donald Trump,R
3809,Texas,Burnet,Donald Trump,R
3810,Texas,Caldwell,Donald Trump,R
3811,Texas,Calhoun,Donald Trump,R
3812,Texas,Callahan,Donald Trump,R
3813,Texas,Cameron,Donald Trump,R
3814,Texas,Camp,Donald Trump,R
3815,Texas,Carson,Donald Trump,R
3816,Texas,Cass,Donald Trump,R
3817,Texas,Castro,Donald Trump,R
3818,Texas,Chambers,Donald Trump,R
3819,Texas,Cherokee,Donald Trump,R
3820,Texas,Childress,Donald Trump,R
3821,Texas,Clay,Donald Trump,R
3822,Texas,Cochran,Donald Trump,R
3823,Texas,Coke,Donald Trump,R
3824,Texas,Coleman,Donald Trump,R
3825,Texas,Collin,Donald Trump,R
3826,Texas,Collingsworth,Donald Trump,R
3827,Texas,Colorado,Donald Trump,R
3828,Texas,Comal,Donald Trump,R
3829,Texas,Comanche,Donald Trump,R
3830,Texas,Concho,Donald Trump,R
3831,Texas,Cooke,Donald Trump,R
3832,Texas,Coryell,Donald Trump,R
3833,Texas,Cottle,Donald Trump,R
3834,Texas,Crane,Donald Trump,R
3835,Texas,Crockett,Donald Trump,R
3836,Texas,Crosby,Donald Trump,R
3837,Texas,Culberson,Donald Trump,R
3838,Texas,Dallam,Donald Trump,R
3839,Texas,Dallas,Kamala Harris,D
3840,Texas,Dawson,Donald Trump,R
3841,Texas,Deaf Smith,Donald Trump,R
3842,Texas,Delta,Donald Trump,R
3843,Texas,Denton,Donald Trump,R
3844,Texas,DeWitt,Donald Trump,R
3845,Texas,Dickens,Donald Trump,R
3846,Texas,Dimmit,Kamala Harris,D
3847,Texas,Donley,Donald Trump,R
3848,Texas,Duval,Donald Trump,R
3849,Texas,Eastland,Donald Trump,R
3850,Texas,Ector,Donald Trump,R
3851,Texas,Edwards,Donald Trump,R
3852,Texas,Ellis,Donald Trump,R
3853,Texas,El Paso,Kamala Harris,D
3854,Texas,Erath,Donald Trump,R
3855,Texas,Falls,Donald Trump,R
3856,Texas,Fannin,Donald Trump,R
3857,Texas,Fayette,Donald Trump,R
3858,Texas,Fisher,Donald Trump,R
3859,Texas,Floyd,Donald Trump,R
3860,Texas,Foard,Donald Trump,R
3861,Texas,Fort Bend,Kamala Harris,D
3862,Texas,Franklin,Donald Trump,R
3863,Texas,Freestone,Donald Trump,R
3864,Texas,Frio,Donald Trump,R
3865,Texas,Gaines,Donald Trump,R
3866,Texas,Galveston,Donald Trump,R
3867,Texas,Garza,Donald Trump,R
3868,Texas,Gillespie,Donald Trump,R
3869,Texas,Glasscock,Donald Trump,R
3870,Texas,Goliad,Donald Trump,R
3871,Texas,Gonzales,Donald Trump,R
3872,Texas,Gray,Donald Trump,R
3873,Texas,Grayson,Donald Trump,R
3874,Texas,Gregg,Donald Trump,R
3875,Texas,Grimes,Donald Trump,R
3876,Texas,Guadalupe,Donald Trump,R
3877,Texas,Hale,Donald Trump,R
3878,Texas,Hall,Donald Trump,R
3879,Texas,Hamilton,Donald Trump,R
3880,Texas,Hansford,Donald Trump,R
3881,Texas,Hardeman,Donald Trump,R
3882,Texas,Hardin,Donald Trump,R
3883,Texas,Harris,Kamala Harris,D
3884,Texas,Harrison,Donald Trump,R
3885,Texas,Hartley,Donald Trump,R
3886,Texas,Haskell,Donald Trump,R
3887,Texas,Hays,Kamala Harris,D
3888,Texas,Hemphill,Donald Trump,R
3889,Texas,Henderson,Donald Trump,R
3890,Texas,Hidalgo,Donald Trump,R
3891,Texas,Hill,Donald Trump,R
3892,Texas,Hockley,Donald Trump,R
3893,Texas,Hood,Donald Trump,R
3894,Texas,Hopkins,Donald Trump,R
3895,Texas,Houston,Donald Trump,R
3896,Texas,Howard,Donald Trump,R
3897,Texas,Hudspeth,Donald Trump,R
3898,Texas,Hunt,Donald Trump,R
3899,Texas,Hutchinson,Donald Trump,R
3900,Texas,Irion,Donald Trump,R
3901,Texas,Jack,Donald Trump,R
3902,Texas,Jackson,Donald Trump,R
3903,Texas,Jasper,Donald Trump,R
3904,Texas,Jeff Davis,Donald Trump,R
3905,Texas,Jefferson,Donald Trump,R
3906,Texas,Jim Hogg,Kamala Harris,D
3907,Texas,Jim Wells,Donald Trump,R
3908,Texas,Johnson,Donald Trump,R
3909,Texas,Jones,Donald Trump,R
3910,Texas,Karnes,Donald Trump,R
3911,Texas,Kaufman,Donald Trump,R
3912,Texas,Kendall,Donald Trump,R
3913,Texas,Kenedy,Donald Trump,R
3914,Texas,Kent,Donald Trump,R
3915,Texas,Kerr,Donald Trump,R
3916,Texas,Kimble,Donald Trump,R
3917,Texas,King,Donald Trump,R
3918,Texas,Kinney,Donald Trump,R
3919,Texas,Kleberg,Donald Trump,R
3920,Texas,Knox,Donald Trump,R
3921,Texas,Lamar,Donald Trump,R
3922,Texas,Lamb,Donald Trump,R
3923,Texas,Lampasas,Donald Trump,R
3924,Texas,LaSalle,Donald Trump,R
3925,Texas,Lavaca,Donald Trump,R
3926,Texas,Lee,Donald Trump,R
3927,Texas,Leon,Donald Trump,R
3928,Texas,Liberty,Donald Trump,R
3929,Texas,Limestone,Donald Trump,R
3930,Texas,Lipscomb,Donald Trump,R
3931,Texas,Live Oak,Donald Trump,R
3932,Texas,Llano,Donald Trump,R
3933,Texas,Loving,Donald Trump,R
3934,Texas,Lubbock,Donald Trump,R
3935,Texas,Lynn,Donald Trump,R
3936,Texas,McCulloch,Donald Trump,R
3937,Texas,McLennan,Donald Trump,R
3938,Texas,McMullen,Donald Trump,R
3939,Texas,Madison,Donald Trump,R
3940,Texas,Marion,Donald Trump,R
3941,Texas,Martin,Donald Trump,R
3942,Texas,Mason,Donald Trump,R
3943,Texas,Matagorda,Donald Trump,R
3944,Texas,Maverick,Donald Trump,R
3945,Texas,Medina,Donald Trump,R
3946,Texas,Menard,Donald Trump,R
3947,Texas,Midland,Donald Trump,R
3948,Texas,Milam,Donald Trump,R
3949,Texas,Mills,Donald Trump,R
3950,Texas,Mitchell,Donald Trump,R
3951,Texas,Montague,Donald Trump,R
3952,Texas,Montgomery,Donald Trump,R
3953,Texas,Moore,Donald Trump,R
3954,Texas,Morris,Donald Trump,R
3955,Texas,Motley,Donald Trump,R
3956,Texas,Nacogdoches,Donald Trump,R
3957,Texas,Navarro,Donald Trump,R
3958,Texas,Newton,Donald Trump,R
3959,Texas,Nolan,Donald Trump,R
3960,Texas,Nueces,Donald Trump,R
3961,Texas,Ochiltree,Donald Trump,R
3962,Texas,Oldham,Donald Trump,R
3963,Texas,Orange,Donald Trump,R
3964,Texas,Palo Pinto,Donald Trump,R
3965,Texas,Panola,Donald Trump,R
3966,Texas,Parker,Donald Trump,R
3967,Texas,Parmer,Donald Trump,R
3968,Texas,Pecos,Donald Trump,R
3969,Texas,Polk,Donald Trump,R
3970,Texas,Potter,Donald Trump,R
3971,Texas,Presidio,Kamala Harris,D
3972,Texas,Rains,Donald Trump,R
3973,Texas,Randall,Donald Trump,R
3974,Texas,Reagan,Donald Trump,R
3975,Texas,Real,Donald Trump,R
3976,Texas,Red River,Donald Trump,R
3977,Texas,Reeves,Donald Trump,R
3978,Texas,Refugio,Donald Trump,R
3979,Texas,Roberts,Donald Trump,R
3980,Texas,Robertson,Donald Trump,R
3981,Texas,Rockwall,Donald Trump,R
3982,Texas,Runnels,Donald Trump,R
3983,Texas,Rusk,Donald Trump,R
3984,Texas,Sabine,Donald Trump,R
3985,Texas,San Augustine,Donald Trump,R
3986,Texas,San Jacinto,Donald Trump,R
3987,Texas,San Patricio,Donald Trump,R
3988,Texas,San Saba,Donald Trump,R
3989,Texas,Schleicher,Donald Trump,R
3990,Texas,Scurry,Donald Trump,R
3991,Texas,Shackelford,Donald Trump,R
3992,Texas,Shelby,Donald Trump,R
3993,Texas,Sherman,Donald Trump,R
3994,Texas,Smith,Donald Trump,R
3995,Texas,Somervell,Donald Trump,R
3996,Texas,Starr,Donald Trump,R
3997,Texas,Stephens,Donald Trump,R
3998,Texas,Sterling,Donald Trump,R
3999,Texas,Stonewall,Donald Trump,R
4000,Texas,Sutton,Donald Trump,R
4001,Texas,Swisher,Donald Trump,R
4002,Texas,Tarrant,Donald Trump,R
4003,Texas,Taylor,Donald Trump,R
4004,Texas,Terrell,Donald Trump,R
4005,Texas,Terry,Donald Trump,R
4006,Texas,Throckmorton,Donald Trump,R
4007,Texas,Titus,Donald Trump,R
4008,Texas,Tom Green,Donald Trump,R
4009,Texas,Travis,Kamala Harris,D
4010,Texas,Trinity,Donald Trump,R
4011,Texas,Tyler,Donald Trump,R
4012,Texas,Upshur,Donald Trump,R
4013,Texas,Upton,Donald Trump,R
4014,Texas,Uvalde,Donald Trump,R
4015,Texas,Val Verde,Donald Trump,R
4016,Texas,Van Zandt,Donald Trump,R
4017,Texas,Victoria,Donald Trump,R
4018,Texas,Walker,Donald Trump,R
4019,Texas,Waller,Donald Trump,R
4020,Texas,Ward,Donald Trump,R
4021,Texas,Washington,Donald Trump,R
4022,Texas,Webb,Donald Trump,R
4023,Texas,Wharton,Donald Trump,R
4024,Texas,Wheeler,Donald Trump,R
4025,Texas,Wichita,Donald Trump,R
4026,Texas,Wilbarger,Donald Trump,R
4027,Texas,Willacy,Donald Trump,R
4028,Texas,Williamson,Donald Trump,R
4029,Texas,Wilson,Donald Trump,R
4030,Texas,Winkler,Donald Trump,R
4031,Texas,Wise,Donald Trump,R
4032,Texas,Wood,Donald Trump,R
4033,Texas,Yoakum,Donald Trump,R
4034,Texas,Young,Donald Trump,R
4035,Texas,Zapata,Donald Trump,R
4036,Texas,Zavala,Kamala Harris,D
4037,Utah,Beaver,Donald Trump,R
4038,Utah,Box Elder,Donald Trump,R
4039,Utah,Cache,Donald Trump,R
4040,Utah,Carbon,Donald Trump,R
4041,Utah,Daggett,Donald Trump,R
4042,Utah,Davis,Donald Trump,R
4043,Utah,Duchesne,Donald Trump,R
4044,Utah,Emery,Donald Trump,R
4045,Utah,Garfield,Donald Trump,R
4046,Utah,Grand,Kamala Harris,D
4047,Utah,Iron,Donald Trump,R
4048,Utah,Juab,Donald Trump,R
4049,Utah,Kane,Donald Trump,R
4050,Utah,Millard,Donald Trump,R
4051,Utah,Morgan,Donald Trump,R
4052,Utah,Piute,Donald Trump,R
4053,Utah,Rich,Donald Trump,R
4054,Utah,Salt Lake,Kamala Harris,D
4055,Utah,San Juan,Donald Trump,R
4056,Utah,Sanpete,Donald Trump,R
4057,Utah,Sevier,Donald Trump,R
4058,Utah,Summit,Kamala Harris,D
4059,Utah,Tooele,Donald Trump,R
4060,Utah,Uintah,Donald Trump,R
4061,Utah,Utah County,Donald Trump,R
4062,Utah,Wasatch,Donald Trump,R
4063,Utah,Washington,Donald Trump,R
4064,Utah,Wayne,Donald Trump,R
4065,Utah,Weber,Donald Trump,R
4066,Vermont,Addison,Kamala Harris,D
4067,Vermont,Albany,Kamala Harris,D
4068,Vermont,Alburgh,Donald Trump,R
4069,Vermont,Andover,Kamala Harris,D
4070,Vermont,Arlington,Kamala Harris,D
4071,Vermont,Athens,Kamala Harris,D
4072,Vermont,Bakersfield,Kamala Harris,D
4073,Vermont,Baltimore,Donald Trump,R
4074,Vermont,Barnard,Kamala Harris,D
4075,Vermont,Barnet,Kamala Harris,D
4076,Vermont,Barre,Kamala Harris,D
4077,Vermont,Barre Town,Kamala Harris,D
4078,Vermont,Barton,Kamala Harris,D
4079,Vermont,Belvidere,Donald Trump,R
4080,Vermont,Bennington,Kamala Harris,D
4081,Vermont,Benson,Donald Trump,R
4082,Vermont,Berkshire,Donald Trump,R
4083,Vermont,Berlin,Kamala Harris,D
4084,Vermont,Bethel,Kamala Harris,D
4085,Vermont,Bloomfield,Donald Trump,R
4086,Vermont,Bolton,Kamala Harris,D
4087,Vermont,Bradford,Kamala Harris,D
4088,Vermont,Braintree,Kamala Harris,D
4089,Vermont,Brandon,Kamala Harris,D
4090,Vermont,Brattleboro,Kamala Harris,D
4091,Vermont,Bridgewater,Kamala Harris,D
4092,Vermont,Bridport,Kamala Harris,D
4093,Vermont,Brighton,Donald Trump,R
4094,Vermont,Bristol,Kamala Harris,D
4095,Vermont,Brookfield,Kamala Harris,D
4096,Vermont,Brookline,Kamala Harris,D
4097,Vermont,Brownington,Donald Trump,R
4098,Vermont,Brunswick,Donald Trump,R
4099,Vermont,Burke,Kamala Harris,D
4100,Vermont,Burlington,Kamala Harris,D
4101,Vermont,Cabot,Kamala Harris,D
4102,Vermont,Calais,Kamala Harris,D
4103,Vermont,Cambridge,Kamala Harris,D
4104,Vermont,Canaan,Donald Trump,R
4105,Vermont,Castleton,Donald Trump,R
4106,Vermont,Cavendish,Kamala Harris,D
4107,Vermont,Charleston,Donald Trump,R
4108,Vermont,Charlotte,Kamala Harris,D
4109,Vermont,Chelsea,Kamala Harris,D
4110,Vermont,Chester,Kamala Harris,D
4111,Vermont,Chittenden,Kamala Harris,D
4112,Vermont,Clarendon,Donald Trump,R
4113,Vermont,Colchester,Kamala Harris,D
4114,Vermont,Concord,Donald Trump,R
4115,Vermont,Corinth,Kamala Harris,D
4116,Vermont,Cornwall,Kamala Harris,D
4117,Vermont,Coventry,Donald Trump,R
4118,Vermont,Craftsbury,Kamala Harris,D
4119,Vermont,Danby,Donald Trump,R
4120,Vermont,Danville,Kamala Harris,D
4121,Vermont,Derby,Donald Trump,R
4122,Vermont,Dorset,Kamala Harris,D
4123,Vermont,Dover,Kamala Harris,D
4124,Vermont,Dummerston,Kamala Harris,D
4125,Vermont,Duxbury,Kamala Harris,D
4126,Vermont,East Haven,Kamala Harris,D
4127,Vermont,East Montpelier,Kamala Harris,D
4128,Vermont,Eden,Donald Trump,R
4129,Vermont,Elmore,Kamala Harris,D
4130,Vermont,Enosburgh,Donald Trump,R
4131,Vermont,Essex,Kamala Harris,D
4132,Vermont,Fairfax,Kamala Harris,D
4133,Vermont,Fairfield,Kamala Harris,D
4134,Vermont,Fair Haven,Donald Trump,R
4135,Vermont,Fairlee,Kamala Harris,D
4136,Vermont,Fayston,Kamala Harris,D
4137,Vermont,Ferrisburg,Kamala Harris,D
4138,Vermont,Fletcher,Kamala Harris,D
4139,Vermont,Franklin,Donald Trump,R
4140,Vermont,Georgia,Kamala Harris,D
4141,Vermont,Glover,Kamala Harris,D
4142,Vermont,Goshen,Kamala Harris,D
4143,Vermont,Grafton,Kamala Harris,D
4144,Vermont,Granby,Donald Trump,R
4145,Vermont,Grand Isle,Kamala Harris,D
4146,Vermont,Granville,Kamala Harris,D
4147,Vermont,Greensboro,Kamala Harris,D
4148,Vermont,Groton,Donald Trump,R
4149,Vermont,Guildhall,Donald Trump,R
4150,Vermont,Guilford,Kamala Harris,D
4151,Vermont,Halifax,Kamala Harris,D
4152,Vermont,Hancock,Kamala Harris,D
4153,Vermont,Hardwick,Kamala Harris,D
4154,Vermont,Hartford,Kamala Harris,D
4155,Vermont,Hartland,Kamala Harris,D
4156,Vermont,Highgate,Donald Trump,R
4157,Vermont,Hinesburg,Kamala Harris,D
4158,Vermont,Holland,Donald Trump,R
4159,Vermont,Hubbardton,Kamala Harris,D
4160,Vermont,Huntington,Kamala Harris,D
4161,Vermont,Hyde Park,Kamala Harris,D
4162,Vermont,Ira,Donald Trump,R
4163,Vermont,Irasburg,Donald Trump,R
4164,Vermont,Isle La Motte,Kamala Harris,D
4165,Vermont,Jamaica,Kamala Harris,D
4166,Vermont,Jay,Donald Trump,R
4167,Vermont,Jericho,Kamala Harris,D
4168,Vermont,Johnson,Kamala Harris,D
4169,Vermont,Kirby,Kamala Harris,D
4170,Vermont,Landgrove,Kamala Harris,D
4171,Vermont,Leicester,Kamala Harris,D
4172,Vermont,Lemington,Donald Trump,R
4173,Vermont,Lincoln,Kamala Harris,D
4174,Vermont,Londonderry,Kamala Harris,D
4175,Vermont,Lowell,Donald Trump,R
4176,Vermont,Ludlow,Kamala Harris,D
4177,Vermont,Lunenburg,Donald Trump,R
4178,Vermont,Lyndon,Donald Trump,R
4179,Vermont,Maidstone,Donald Trump,R
4180,Vermont,Manchester,Kamala Harris,D
4181,Vermont,Marlboro,Kamala Harris,D
4182,Vermont,Marshfield,Kamala Harris,D
4183,Vermont,Mendon,Kamala Harris,D
4184,Vermont,Middlebury,Kamala Harris,D
4185,Vermont,Middlesex,Kamala Harris,D
4186,Vermont,Middletown Springs,Kamala Harris,D
4187,Vermont,Milton,Kamala Harris,D
4188,Vermont,Monkton,Kamala Harris,D
4189,Vermont,Montgomery,Kamala Harris,D
4190,Vermont,Montpelier,Kamala Harris,D
4191,Vermont,Moretown,Kamala Harris,D
4192,Vermont,Morgan,Donald Trump,R
4193,Vermont,Morristown,Kamala Harris,D
4194,Vermont,Mount Holly,Kamala Harris,D
4195,Vermont,Mount Tabor,Donald Trump,R
4196,Vermont,Newark,Donald Trump,R
4197,Vermont,Newbury,Kamala Harris,D
4198,Vermont,Newfane,Kamala Harris,D
4199,Vermont,New Haven,Kamala Harris,D
4200,Vermont,Newport,Kamala Harris,D
4201,Vermont,Newport Town,Donald Trump,R
4202,Vermont,Northfield,Kamala Harris,D
4203,Vermont,North Hero,Kamala Harris,D
4204,Vermont,Norton,Donald Trump,R
4205,Vermont,Norwich,Kamala Harris,D
4206,Vermont,Orange,Donald Trump,R
4207,Vermont,Orwell,Kamala Harris,D
4208,Vermont,Panton,Kamala Harris,D
4209,Vermont,Pawlet,Kamala Harris,D
4210,Vermont,Peacham,Kamala Harris,D
4211,Vermont,Peru,Kamala Harris,D
4212,Vermont,Pittsfield,Kamala Harris,D
4213,Vermont,Pittsford,Donald Trump,R
4214,Vermont,Plainfield,Kamala Harris,D
4215,Vermont,Plymouth,Kamala Harris,D
4216,Vermont,Pomfret,Kamala Harris,D
4217,Vermont,Poultney,Donald Trump,R
4218,Vermont,Pownal,Donald Trump,R
4219,Vermont,Proctor,Kamala Harris,D
4220,Vermont,Putney,Kamala Harris,D
4221,Vermont,Randolph,Kamala Harris,D
4222,Vermont,Reading,Kamala Harris,D
4223,Vermont,Readsboro,Donald Trump,R
4224,Vermont,Richford,Donald Trump,R
4225,Vermont,Richmond,Kamala Harris,D
4226,Vermont,Ripton,Kamala Harris,D
4227,Vermont,Rochester,Kamala Harris,D
4228,Vermont,Rockingham,Kamala Harris,D
4229,Vermont,Roxbury,Kamala Harris,D
4230,Vermont,Royalton,Kamala Harris,D
4231,Vermont,Rupert,Kamala Harris,D
4232,Vermont,Rutland,Kamala Harris,D
4233,Vermont,Rutland Town,Kamala Harris,D
4234,Vermont,Ryegate,Donald Trump,R
4235,Vermont,St. Albans,Kamala Harris,D
4236,Vermont,St. Albans Town,Kamala Harris,D
4237,Vermont,St. George,Kamala Harris,D
4238,Vermont,St. Johnsbury,Kamala Harris,D
4239,Vermont,Salisbury,Kamala Harris,D
4240,Vermont,Sandgate,Kamala Harris,D
4241,Vermont,Searsburg,Donald Trump,R
4242,Vermont,Shaftsbury,Kamala Harris,D
4243,Vermont,Sharon,Kamala Harris,D
4244,Vermont,Sheffield,Kamala Harris,D
4245,Vermont,Shelburne,Kamala Harris,D
4246,Vermont,Sheldon,Donald Trump,R
4247,Vermont,Killington,Kamala Harris,D
4248,Vermont,Shoreham,Kamala Harris,D
4249,Vermont,Shrewsbury,Kamala Harris,D
4250,Vermont,South Burlington,Kamala Harris,D
4251,Vermont,South Hero,Kamala Harris,D
4252,Vermont,Springfield,Kamala Harris,D
4253,Vermont,Stamford,Donald Trump,R
4254,Vermont,Stannard,Kamala Harris,D
4255,Vermont,Starksboro,Kamala Harris,D
4256,Vermont,Stockbridge,Kamala Harris,D
4257,Vermont,Stowe,Kamala Harris,D
4258,Vermont,Strafford,Kamala Harris,D
4259,Vermont,Stratton,Kamala Harris,D
4260,Vermont,Sudbury,Kamala Harris,D
4261,Vermont,Sunderland,Kamala Harris,D
4262,Vermont,Sutton,Donald Trump,R
4263,Vermont,Swanton,Donald Trump,R
4264,Vermont,Thetford,Kamala Harris,D
4265,Vermont,Tinmouth,Donald Trump,R
4266,Vermont,Topsham,Donald Trump,R
4267,Vermont,Townshend,Kamala Harris,D
4268,Vermont,Troy,Donald Trump,R
4269,Vermont,Tunbridge,Kamala Harris,D
4270,Vermont,Underhill,Kamala Harris,D
4271,Vermont,Vergennes,Kamala Harris,D
4272,Vermont,Vernon,Kamala Harris,D
4273,Vermont,Vershire,Kamala Harris,D
4274,Vermont,Victory,Donald Trump,R
4275,Vermont,Waitsfield,Kamala Harris,D
4276,Vermont,Walden,Kamala Harris,D
4277,Vermont,Wallingford,Kamala Harris,D
4278,Vermont,Waltham,Kamala Harris,D
4279,Vermont,Wardsboro,Kamala Harris,D
4280,Vermont,Warren,Kamala Harris,D
4281,Vermont,Washington,Kamala Harris,D
4282,Vermont,Waterbury,Kamala Harris,D
4283,Vermont,Waterford,Kamala Harris,D
4284,Vermont,Waterville,Kamala Harris,D
4285,Vermont,Weathersfield,Kamala Harris,D
4286,Vermont,Wells,Donald Trump,R
4287,Vermont,West Fairlee,Kamala Harris,D
4288,Vermont,Westfield,Kamala Harris,D
4289,Vermont,Westford,Kamala Harris,D
4290,Vermont,West Haven,Donald Trump,R
4291,Vermont,Westminster,Kamala Harris,D
4292,Vermont,Westmore,Kamala Harris,D
4293,Vermont,Weston,Kamala Harris,D
4294,Vermont,West Rutland,Donald Trump,R
4295,Vermont,West Windsor,Kamala Harris,D
4296,Vermont,Weybridge,Kamala Harris,D
4297,Vermont,Wheelock,Kamala Harris,D
4298,Vermont,Whiting,Kamala Harris,D
4299,Vermont,Whitingham,Kamala Harris,D
4300,Vermont,Williamstown,Donald Trump,R
4301,Vermont,Williston,Kamala Harris,D
4302,Vermont,Wilmington,Kamala Harris,D
4303,Vermont,Windham,Kamala Harris,D
